Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Wang, C., Zhao, X., Liu, Z., Lippert, P.C., Graham, S.A., Coe, R.S., Yi, H., Zhu, L., Liu, S., Li, Y.","55683986400;7407576088;55714496600;36878420800;7401977987;7005680328;7202720197;55710387700;8152331500;18434570400;","Constraints on the early uplift history of the Tibetan Plateau",2008,"Proceedings of the National Academy of Sciences of the United States of America","105","13",,"4987","4992",,344,"10.1073/pnas.0703595105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44349191413&doi=10.1073%2fpnas.0703595105&partnerID=40&md5=6caf5763025b0af6da21a91a50d58dbf",Article,Open Access,Scopus,2-s2.0-44349191413
"Kirwan, M.L., Guntenspergen, G.R., D'Alpaos, A., Morris, J.T., Mudd, S.M., Temmerman, S.","10044268300;6603361494;6506326460;7405893178;12243675500;6602902860;","Limits on the adaptability of coastal marshes to rising sea level",2010,"Geophysical Research Letters","37","23", L23401,"","",,301,"10.1029/2010GL045489","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649813543&doi=10.1029%2f2010GL045489&partnerID=40&md5=dc77a45b462c57bdfcae97e04f6394af",Article,Open Access,Scopus,2-s2.0-78649813543
"Rutqvist, J.","6701571717;","The geomechanics of CO <inf>2</inf> storage in deep sedimentary formations",2012,"Geotechnical and Geological Engineering","30","3",,"525","551",,259,"10.1007/s10706-011-9491-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861812124&doi=10.1007%2fs10706-011-9491-0&partnerID=40&md5=8c8f116ef72165e402a49f3b230064bd",Article,Open Access,Scopus,2-s2.0-84861812124
"Liu, Q., Roberts, A.P., Larrasoaa, J.C., Banerjee, S.K., Guyodo, Y., Tauxe, L., Oldfield, F.","7406293686;7404498930;6603049826;14067115600;35780879000;7005630138;7006088013;","Environmental magnetism: Principles and applications",2012,"Reviews of Geophysics","50","4", RG4002,"","",,231,"10.1029/2012RG000393","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868614199&doi=10.1029%2f2012RG000393&partnerID=40&md5=8ad8730fd2328d54dba29fb189aab8bb",Article,Open Access,Scopus,2-s2.0-84868614199
"Fagherazzi, S., Kirwan, M.L., Mudd, S.M., Guntenspergen, G.R., Temmerman, S., D'Alpaos, A., Van De Koppel, J., Rybczyk, J.M., Reyes, E., Craft, C., Clough, J.","6701805445;10044268300;12243675500;6603361494;6602902860;6506326460;6603918881;6602740025;7102191983;7006737357;23569553000;","Numerical models of salt marsh evolution: Ecological, geomorphic, and climatic factors",2012,"Reviews of Geophysics","50","1", RG1002,"","",,226,"10.1029/2011RG000359","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855611580&doi=10.1029%2f2011RG000359&partnerID=40&md5=f56bf528f80128c9f559336d3ae1ccbd",Article,Open Access,Scopus,2-s2.0-84855611580
"Hacker, B.R.","7006140139;","H&lt;inf&gt;2&lt;/inf&gt;O subduction beyond arcs",2008,"Geochemistry, Geophysics, Geosystems","9","3", Q03001,"","",,224,"10.1029/2007GC001707","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857593851&doi=10.1029%2f2007GC001707&partnerID=40&md5=a8dc5009fb6b56169aeff9b8b80821d5",Article,Open Access,Scopus,2-s2.0-84857593851
"Erftemeijer, P.L.A., Riegl, B., Hoeksema, B.W., Todd, P.A.","6603066475;7003294093;6506357675;7102895909;","Environmental impacts of dredging and other sediment disturbances on corals: A review",2012,"Marine Pollution Bulletin","64","9",,"1737","1765",,218,"10.1016/j.marpolbul.2012.05.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865380478&doi=10.1016%2fj.marpolbul.2012.05.008&partnerID=40&md5=8039a0b5996dce964aa34e0e99ac01f9",Article,Open Access,Scopus,2-s2.0-84865380478
"Jerolmack, D.J., Paola, C.","6505952468;7004304292;","Shredding of environmental signals by sediment transport",2010,"Geophysical Research Letters","37","19", L19401,"","",,195,"10.1029/2010GL044638","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958068077&doi=10.1029%2f2010GL044638&partnerID=40&md5=e412ab6a89c6b7461036d1ab3f8d90a5",Article,Open Access,Scopus,2-s2.0-77958068077
"Syvitski, J.P.M., Kettner, A.","25946569800;9039420300;","Sediment flux and the anthropocene",2011,"Philosophical Transactions of the Royal Society A: Mathematical, Physical and Engineering Sciences","369","1938",,"957","975",,190,"10.1098/rsta.2010.0329","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952340213&doi=10.1098%2frsta.2010.0329&partnerID=40&md5=59370461c8da0f9253a01cf560ca59e9",Article,Open Access,Scopus,2-s2.0-79952340213
"Kennedy, H., Beggins, J., Duarte, C.M., Fourqurean, J.W., Holmer, M., Marbá, N., Middelburg, J.J.","7201694818;36674569400;55636631300;7003573922;7003417535;7003704643;7005932366;","Seagrass sediments as a global carbon sink: Isotopic constraints",2010,"Global Biogeochemical Cycles","24","4", GB4026,"","",,187,"10.1029/2010GB003848","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650129390&doi=10.1029%2f2010GB003848&partnerID=40&md5=21606e7a264e057c47c5c186311f13d0",Article,Open Access,Scopus,2-s2.0-78650129390
"Roberts, A.P., Chang, L., Rowan, C.J., Horng, C.-S., Florindo, F.","7404498930;18633786000;10439451000;7005053438;56415177200;","Magnetic properties of sedimentary greigite (Fe&lt;inf&gt;3&lt;/inf&gt;S&lt;inf&gt;4&lt;/inf&gt;): An update",2011,"Reviews of Geophysics","49","1", RG1002,"","",,184,"10.1029/2010RG000336","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551595505&doi=10.1029%2f2010RG000336&partnerID=40&md5=26a5ea2cff8e3ad4f447d1cfc2a7b1a1",Article,Open Access,Scopus,2-s2.0-79551595505
"Graham, D.W., Olivares-Rieumont, S., Knapp, C.W., Lima, L., Werner, D., Bowen, E.","57199142195;22951879500;7102908034;8068587600;7202897961;24178192700;","Antibiotic resistance gene abundances associated with waste discharges to the Almendares river near Havana, Cuba",2011,"Environmental Science and Technology","45","2",,"418","424",,145,"10.1021/es102473z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651388260&doi=10.1021%2fes102473z&partnerID=40&md5=28790bf39b3e167f31a34ac0e97591d1",Article,Open Access,Scopus,2-s2.0-78651388260
"Brasington, J., Vericat, D., Rychkov, I.","6603363780;8841850200;55067687500;","Modeling river bed morphology, roughness, and surface sedimentology using high resolution terrestrial laser scanning",2012,"Water Resources Research","48","11", W11519,"","",,138,"10.1029/2012WR012223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869996255&doi=10.1029%2f2012WR012223&partnerID=40&md5=8366adcea732e68c76e80daa7be8280a",Article,Open Access,Scopus,2-s2.0-84869996255
"Zhang, X., Zhang, L., Zhao, J., Rustomji, P., Hairsine, P.","56898188200;9842493700;57191638485;6506539967;7004164986;","Responses of streamflow to changes in climate and land use/cover in the Loess Plateau, China",2009,"Water Resources Research","45","7", W00A07,"","",,129,"10.1029/2007WR006711","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69249149619&doi=10.1029%2f2007WR006711&partnerID=40&md5=2975cc7bdb667db025b55a80442b071e",Article,Open Access,Scopus,2-s2.0-69249149619
"Fagherazzi, S., Carniello, L., D'Alpaos, L., Defina, A.","6701805445;23003812100;6602708681;6603799657;","Critical bifurcation of shallow microtidal landforms in tidal flats and salt marshes",2006,"Proceedings of the National Academy of Sciences of the United States of America","103","22",,"8337","8341",,129,"10.1073/pnas.0508379103","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744808588&doi=10.1073%2fpnas.0508379103&partnerID=40&md5=18c346fe26d3ffe15808dbce06eef176",Article,Open Access,Scopus,2-s2.0-33744808588
"Zhang, C.L., Ye, Q., Huang, Z., Li, W., Chen, J., Song, Z., Zhao, W., Bagwell, C., Inskeep, W.P., Ross, C., Gao, L., Wiegel, J., Romanek, C.S., Shock, E.L., Hedlund, B.P.","7405489900;55216219400;57198606860;55664318000;54379707900;35312359400;7403943238;7006689876;7005644647;56273099600;56505975000;7007036944;6603780398;7007151164;7005265876;","Global occurrence of archaeal amoA genes in terrestrial hot springs",2008,"Applied and Environmental Microbiology","74","20",,"6417","6426",,126,"10.1128/AEM.00843-08","https://www.scopus.com/inward/record.uri?eid=2-s2.0-54949087158&doi=10.1128%2fAEM.00843-08&partnerID=40&md5=4bf47a2df62def41a671acc0cae44c10",Article,Open Access,Scopus,2-s2.0-54949087158
"Liu, Z., Liu, J., Zhu, Q., Wu, W.","8659838800;55376630400;7403313154;55707547000;","The weathering of oil after the DeepwaterHorizon oil spill: Insights from the chemical composition of the oil from the sea surface, salt marshes and sediments",2012,"Environmental Research Letters","7","3", 035302,"","",,125,"10.1088/1748-9326/7/3/035302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867034498&doi=10.1088%2f1748-9326%2f7%2f3%2f035302&partnerID=40&md5=97f808d141687acb337107b5c363ba63",Article,Open Access,Scopus,2-s2.0-84867034498
"Ishii, S., Hansen, D.L., Hicks, R.E., Sadowsky, M.J.","56799781700;16230292300;7401608628;7006659421;","Beach sand and sediments are temporal sinks and sources of Escherichia coli in lake superior",2007,"Environmental Science and Technology","41","7",,"2203","2209",,124,"10.1021/es0623156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247108312&doi=10.1021%2fes0623156&partnerID=40&md5=00442529101b851ed00817a5ea89aea5",Article,Open Access,Scopus,2-s2.0-34247108312
"Park, B.-J., Park, S.-J., Yoon, D.-N., Schouten, S., Damsté, J.S.S., Rhee, S.-K.","23393096700;56491708900;24463017200;7004985118;35518370600;8052688400;","Cultivation of autotrophic ammonia-oxidizing archaea from marine sediments in coculture with sulfur-oxidizing bacteria",2010,"Applied and Environmental Microbiology","76","22",,"7575","7587",,123,"10.1128/AEM.01478-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649703098&doi=10.1128%2fAEM.01478-10&partnerID=40&md5=232b4dce2629364e4234ad09c5c31574",Article,Open Access,Scopus,2-s2.0-78649703098
"Kasting, J.F., Howard, M.T., Wallmann, K., Veizer, J., Shields, G., Jaffrés, J.","7006432040;55433981100;7004219663;7006920633;14626549300;15070973800;","Paleoclimates, ocean depth, and the oxygen isotopic composition of seawater",2006,"Earth and Planetary Science Letters","252","1-2",,"82","93",,123,"10.1016/j.epsl.2006.09.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751253753&doi=10.1016%2fj.epsl.2006.09.029&partnerID=40&md5=3891a12db55c031155118513b833101a",Article,Open Access,Scopus,2-s2.0-33751253753
"Betrie, G.D., Mohamed, Y.A., Van Griensven, A., Srinivasan, R.","36342185300;56962742100;6602848973;7401951879;","Sediment management modelling in the Blue Nile Basin using SWAT model",2011,"Hydrology and Earth System Sciences","15","3",,"807","818",,119,"10.5194/hess-15-807-2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952479198&doi=10.5194%2fhess-15-807-2011&partnerID=40&md5=97d1a58444e223054ed144dea3781b13",Article,Open Access,Scopus,2-s2.0-79952479198
"Deutzmann, J.S., Schink, B.","35236934200;7005103470;","Anaerobic oxidation of methane in sediments of Lake Constance, an oligotrophic freshwater lake",2011,"Applied and Environmental Microbiology","77","13",,"4429","4436",,118,"10.1128/AEM.00340-11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960100830&doi=10.1128%2fAEM.00340-11&partnerID=40&md5=d77445f3ed33234dc1a443af40f91f54",Article,Open Access,Scopus,2-s2.0-79960100830
"Bouchez, J., Gaillardet, J., France-Lanord, C., Maurice, L., Dutra-Maia, P.","22633743000;6602183200;7003310142;34868240000;35338828200;","Grain size control of river suspended sediment geochemistry: Clues from Amazon River depth profiles",2011,"Geochemistry, Geophysics, Geosystems","12","3", Q03008,"","",,117,"10.1029/2010GC003380","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953245347&doi=10.1029%2f2010GC003380&partnerID=40&md5=996774ead695c4fc9c7284dc33861092",Article,Open Access,Scopus,2-s2.0-79953245347
"Herrmann, M., Saunders, A.M., Schramm, A.","56425077700;7201876689;7006546945;","Effect of lake trophic status and rooted macrophytes on community composition and abundance of ammonia-oxidizing prokaryotes in freshwater sediments",2009,"Applied and Environmental Microbiology","75","10",,"3127","3136",,116,"10.1128/AEM.02806-08","https://www.scopus.com/inward/record.uri?eid=2-s2.0-66249103693&doi=10.1128%2fAEM.02806-08&partnerID=40&md5=a774f315ebea5aad2de811a141a0ff22",Article,Open Access,Scopus,2-s2.0-66249103693
"Decelles, P.G., Kapp, P., Gehrels, G.E., Ding, L.","7003358645;7004726541;35548281700;26643004700;","Paleocene-Eocene foreland basin evolution in the Himalaya of southern Tibet and Nepal: Implications for the age of initial India-Asia collision",2014,"Tectonics","33","5",,"824","849",,114,"10.1002/2014TC003522","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902469624&doi=10.1002%2f2014TC003522&partnerID=40&md5=c118d72f04309f0619f922d8ed1a4dbd",Article,Open Access,Scopus,2-s2.0-84902469624
"Dai, S., Fang, X., Dupont-Nivet, G., Song, C., Gao, J., Krijgsman, W., Langereis, C., Zhang, W.","8724997000;7401433183;55896897900;7403252967;55998738800;7003956416;7004123729;24172307500;","Magnetostratigraphy of Cenozoic sediments from the Xining Basin: Tectonic implications for the northeastern Tibetan Plateau",2006,"Journal of Geophysical Research: Solid Earth","111","11", B11102,"","",,111,"10.1029/2005JB004187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846906735&doi=10.1029%2f2005JB004187&partnerID=40&md5=3afbe4be10c706f63dd70a4834c6f089",Article,Open Access,Scopus,2-s2.0-33846906735
"Yergeau, E., Lawrence, J.R., Sanschagrin, S., Waiser, M.J., Korber, D.R., Greer, C.W.","22636298800;55251931700;36947116200;6603578059;7004492601;7103169832;","Next-generation sequencing of microbial communities in the athabasca river and its tributaries in relation to oil sands mining activities",2012,"Applied and Environmental Microbiology","78","21",,"7626","7637",,109,"10.1128/AEM.02036-12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868625527&doi=10.1128%2fAEM.02036-12&partnerID=40&md5=6bab000fb26e9d60152c15f361b7c2c4",Article,Open Access,Scopus,2-s2.0-84868625527
"Lagabrielle, Y., Labaume, P., De Saint Blanquat, M.","7003570402;55903463800;6603584292;","Mantle exhumation, crustal denudation, and gravity tectonics during Cretaceous rifting in the Pyrenean realm (SW Europe): Insights from the geological setting of the lherzolite bodies",2010,"Tectonics","29","4", TC4012,"","",,105,"10.1029/2009TC002588","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955189636&doi=10.1029%2f2009TC002588&partnerID=40&md5=e2846cd970a55732f0766efafc13d243",Article,Open Access,Scopus,2-s2.0-77955189636
"Mügler, I., Gleixner, G., Günther, F., Mäusbacher, R., Daut, G., Schütt, B., Berking, J., Schwalb, A., Schwark, L., Xu, B., Yao, T., Zhu, L., Yi, C.","14626784900;7003702150;36116654500;6603687487;6508026456;7006540076;26027724300;6603774643;7004473576;7404588800;55664151400;55710389000;57198035590;","A multi-proxy approach to reconstruct hydrological changes and Holocene climate development of Nam Co, Central Tibet",2010,"Journal of Paleolimnology","43","4",,"625","648",,101,"10.1007/s10933-009-9357-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952669692&doi=10.1007%2fs10933-009-9357-0&partnerID=40&md5=8d6482eb4d390bd91516ca6821beb9a9",Article,Open Access,Scopus,2-s2.0-77952669692
"Kleinhans, M.G., Jagers, H.R.A., Mosselman, E., Sloff, C.J.","6601968635;6506231288;6602402866;6505795734;","Bifurcation dynamics and avulsion duration in meandering rivers by one-dimensional and three-dimensional models",2008,"Water Resources Research","44","8", W08454,"","",,101,"10.1029/2007WR005912","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53849098055&doi=10.1029%2f2007WR005912&partnerID=40&md5=5283c71e2f8b1411751ba6e10fd45ebf",Article,Open Access,Scopus,2-s2.0-53849098055
"Dang, H., Li, J., Chen, R., Wang, L., Guo, L., Zhang, Z., Klotz, M.G.","23134477000;36065525800;36081756900;57130069800;36081564900;55647137600;7005769022;","Diversity, abundance, and spatial distribution of sedimet ammonia-oxidizing Betaproteobacteria in response to environmental gradients and coastal eutrophication in Jiaozhou Bay, China",2010,"Applied and Environmental Microbiology","76","14",,"4691","4702",,99,"10.1128/AEM.02563-09","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954736030&doi=10.1128%2fAEM.02563-09&partnerID=40&md5=0c3a89cb0e56a9b14f193894fe107982",Article,Open Access,Scopus,2-s2.0-77954736030
"Johnson, C.N., Flowers, A.R., Noriea III, N.F., Zimmerman, A.M., Bowers, J.C., DePaola, A., Grimes, D.J.","8754127700;26638151600;57202751305;23476274100;35236478900;7004618770;7202271288;","Relationships between environmental factors and pathogenic vibrios in the northern gulf of Mexico",2010,"Applied and Environmental Microbiology","76","21",,"7076","7084",,96,"10.1128/AEM.00697-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149425712&doi=10.1128%2fAEM.00697-10&partnerID=40&md5=c1de87be50a0f5816ba8d8c4941d2ce8",Article,Open Access,Scopus,2-s2.0-78149425712
"Pearson, P.N., McMillan, I.K., Wade, B.S., Jones, T.D., Coxall, H.K., Bown, P.R., Lear, C.H.","7202175786;7103254303;13004692700;55660519500;6507799940;6701346236;7003599727;","Extinction and environmental change across the Eocene-Oligocene boundary in Tanzania",2008,"Geology","36","2",,"179","182",,96,"10.1130/G24308A.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44449129005&doi=10.1130%2fG24308A.1&partnerID=40&md5=57268ccae50ec5e5346f0dd63e054460",Article,Open Access,Scopus,2-s2.0-44449129005
"Capezzuoli, E., Gandin, A., Pedley, M.","55937181900;6602953492;7003889622;","Decoding tufa and travertine (fresh water carbonates) in the sedimentary record: The state of the art",2014,"Sedimentology","61","1",,"1","21",,95,"10.1111/sed.12075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891371466&doi=10.1111%2fsed.12075&partnerID=40&md5=87777356f2532de196cba0e68bfc83c3",Article,Open Access,Scopus,2-s2.0-84891371466
"Roberts, N., Moreno, A., Valero-Garcés, B.L., Corella, J.P., Jones, M., Allcock, S., Woodbridge, J., Morellón, M., Luterbacher, J., Xoplaki, E., Türkeş, M.","57203215784;55773771000;35514396600;26658929100;55323514200;54787358400;36138237700;6507159225;6701818964;13205457100;6602448770;","Palaeolimnological evidence for an east-west climate see-saw in the Mediterranean since AD 900",2012,"Global and Planetary Change","84-85",,,"23","34",,95,"10.1016/j.gloplacha.2011.11.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856726982&doi=10.1016%2fj.gloplacha.2011.11.002&partnerID=40&md5=db78cbe04e6aa7a321427fd6bad1d5bb",Article,Open Access,Scopus,2-s2.0-84856726982
"Dang, H., Chen, R., Wang, L., Guo, L., Chen, P., Tang, Z., Tian, F., Li, S., Klotz, M.G.","23134477000;36081756900;57130069800;36081564900;55490236200;37035247500;36971263800;37034451200;7005769022;","Environmental factors shape sediment anammox bacterial communities in hypernutrified Jiaozhou Bay, China",2010,"Applied and Environmental Microbiology","76","21",,"7036","7047",,95,"10.1128/AEM.01264-10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149442933&doi=10.1128%2fAEM.01264-10&partnerID=40&md5=0fc286e47266249c07cf00e6b0d8d3c9",Article,Open Access,Scopus,2-s2.0-78149442933
"Drury, B., Rosi-Marshall, E., Kelly, J.J.","55618517700;6505822000;57031069300;","Wastewater treatment effluent reduces the abundance and diversity of benthic bacterial communities in urban and suburban rivers",2013,"Applied and Environmental Microbiology","79","6",,"1897","1905",,92,"10.1128/AEM.03527-12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874805246&doi=10.1128%2fAEM.03527-12&partnerID=40&md5=5d3b14a8ab62d526470b7ca5d95f50bb",Article,Open Access,Scopus,2-s2.0-84874805246
"Liu, C., Zachara, J.M., Qafoku, N.P., Wang, Z.","7409785807;7005098370;6602678852;8596440700;","Scale-dependent desorption of uranium from contaminated subsurface sediments",2008,"Water Resources Research","44","8", W08413,"","",,92,"10.1029/2007WR006478","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53849083467&doi=10.1029%2f2007WR006478&partnerID=40&md5=5e29b50488e001c1676ffb768666fc15",Article,Open Access,Scopus,2-s2.0-53849083467
"Gao, P., Mu, X.-M., Wang, F., Li, R.","56591352600;56346174400;24922271000;57193669077;","Changes in streamflow and sediment discharge and the response to human activities in the middle reaches of the Yellow River",2011,"Hydrology and Earth System Sciences","15","1",,"1","10",,91,"10.5194/hess-15-1-2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650901981&doi=10.5194%2fhess-15-1-2011&partnerID=40&md5=53b5f71304b18887ef350a4381223dee",Article,Open Access,Scopus,2-s2.0-78650901981
"Cartigny, M.J.B., Postma, G., van den Berg, J.H., Mastbergen, D.R.","56726827900;7005594131;55999872600;6603304043;","A comparative study of sediment waves and cyclic steps based on geometries, internal structures and numerical modeling",2011,"Marine Geology","280","1-4",,"40","56",,90,"10.1016/j.margeo.2010.11.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951680854&doi=10.1016%2fj.margeo.2010.11.006&partnerID=40&md5=7fcd4b7745c8f9f3fb281c341ede37dd",Article,Open Access,Scopus,2-s2.0-79951680854
"Sawyer, A.H., Cardenas, M.B.","23976613900;7101944452;","Hyporheic flow and residence time distributions in heterogeneous cross-bedded sediment W08406",2009,"Water Resources Research","45","8", W08406,"","",,90,"10.1029/2008WR007632","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349768101&doi=10.1029%2f2008WR007632&partnerID=40&md5=6289e3381650ba8c6c19e6e22dfde096",Article,Open Access,Scopus,2-s2.0-70349768101
"Nilsson, A., Holme, R., Korte, M., Suttie, N., Hill, M.","36449539400;7003972617;16304375900;56632397300;7404447440;","Reconstructing holocene geomagnetic field variation: New methods, models and implications",2014,"Geophysical Journal International","198","1",,"229","248",,89,"10.1093/gji/ggu120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905918453&doi=10.1093%2fgji%2fggu120&partnerID=40&md5=938a706cc6071b58996c6016e8313245",Article,Open Access,Scopus,2-s2.0-84905918453
"Wray, J.J., Ehlmann, B.L., Squyres, S.W., Mustard, J.F., Kirk, R.L.","21935436700;6602327932;7006137291;7101697496;7201778289;","Compositional stratigraphy of clay-bearing layered deposits at Mawrth Vallis, Mars",2008,"Geophysical Research Letters","35","12", L12202,"","",,89,"10.1029/2008GL034385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-50849106422&doi=10.1029%2f2008GL034385&partnerID=40&md5=ee4450b816d565c4555b458964e26945",Article,Open Access,Scopus,2-s2.0-50849106422
"Bottjer, D.J., Clapham, M.E., Fraiser, M.L., Powers, C.M.","7003891742;7004066412;57203394983;15030174800;","Understanding mechanisms for the end-Permian mass extinction and the protracted Early Triassic aftermath and recovery",2008,"GSA Today","18","9",,"4","10",,87,"10.1130/GSATG8A.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-55849121919&doi=10.1130%2fGSATG8A.1&partnerID=40&md5=eb65314b0f88b3b48bd301c61125719c",Article,Open Access,Scopus,2-s2.0-55849121919
"Hori, K., Saito, Y.","56238046600;57191746673;","An early Holocene sea-level jump and delta initiation",2007,"Geophysical Research Letters","34","18", L18401,"","",,86,"10.1029/2007GL031029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36548998862&doi=10.1029%2f2007GL031029&partnerID=40&md5=4b1d54e7d9fee22102b14fc29a8b0ddf",Article,Open Access,Scopus,2-s2.0-36548998862
"Cortés-Sánchez, M., Morales-Muñiz, A., Simón-Vallejo, M.D., Lozano-Francisco, M.C., Vera-Peláez, J.L., Finlayson, C., Rodríguez-Vidal, J., Delgado-Huertas, A., Jiménez-Espejo, F.J., Martínez-Ruiz, F., Martínez-Aguirre, M.A., Pascual-Granged, A.J., Bergadà-Zapata, M.M., Gibaja-Bao, J.F., Riquelme-Cantal, J.A., López-Sáez, J.A., Rodrigo-Gámiz, M., Sakai, S., Sugisaki, S., Finlayson, G., Fa, D.A., Bicho, N.F.","24079481300;24317767600;24081325700;6506845462;6507731539;25821841300;6603358835;14015420100;6504514197;55887190600;50461708800;36465248700;25521460400;26631628000;24081308100;55166386600;37021879600;57198553982;24176099300;7005300842;6506238576;6507300074;","Earliest known use of marine resources by neanderthals",2011,"PLoS ONE","6","9", e24026,"","",,85,"10.1371/journal.pone.0024026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052842462&doi=10.1371%2fjournal.pone.0024026&partnerID=40&md5=9823098f11618d693b2b3ba22d418929",Article,Open Access,Scopus,2-s2.0-80052842462
"Coby, A.J., Picardal, F., Shelobolina, E., Xu, H., Roden, E.E.","6506156980;35562610100;6507005305;7407448207;7003641269;","Repeated anaerobic microbial redox cycling of iron",2011,"Applied and Environmental Microbiology","77","17",,"6036","6042",,85,"10.1128/AEM.00276-11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052759427&doi=10.1128%2fAEM.00276-11&partnerID=40&md5=5f191efb8dcdf58468fa2f10d04c9d8a",Article,Open Access,Scopus,2-s2.0-80052759427
"Mayor, Á.G., Bautista, S., Small, E.E., Dixon, M., Bellot, J.","17343857400;7004190158;7101912085;7402428358;7006383435;","Measurement of the connectivity of runoff source areas as determined by vegetation pattern and topography: A tool for assessing potential water and soil losses in drylands",2008,"Water Resources Research","44","10", W10423,"","",,85,"10.1029/2007WR006367","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57149108493&doi=10.1029%2f2007WR006367&partnerID=40&md5=2d167ba224ad16fc5e79afcc2350fc2d",Article,Open Access,Scopus,2-s2.0-57149108493
"Moin, N.S., Nelson, K.A., Bush, A., Bernhard, A.E.","26647813700;26647828000;36097723100;7005979600;","Distribution and diversity of archaeal and bacterial ammonia oxidizers in salt marsh sediments",2009,"Applied and Environmental Microbiology","75","23",,"7461","7468",,84,"10.1128/AEM.01001-09","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72949101799&doi=10.1128%2fAEM.01001-09&partnerID=40&md5=7b1edb75e5c7fe01b19767a0e7216c23",Article,Open Access,Scopus,2-s2.0-72949101799
"Gaines, R.R., Hammarlund, E.U., Hou, X., Qi, C., Gabbott, S.E., Zhao, Y., Peng, J., Canfield, D.E.","7006075030;36468238800;7402838647;55082541700;6603491705;15828663300;35320222400;35594143600;","Mechanism for Burgess Shale-type preservation",2012,"Proceedings of the National Academy of Sciences of the United States of America","109","14",,"5180","5184",,83,"10.1073/pnas.1111784109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859467083&doi=10.1073%2fpnas.1111784109&partnerID=40&md5=dafbf1f676936baffe11f9bc8dd03d29",Article,Open Access,Scopus,2-s2.0-84859467083
"Sánchez-Andrea, I., Rodríguez, N., Amils, R., Sanz, J.L.","50263036400;7103138677;7005386190;57202440035;","Microbial diversity in anaerobic sediments at Río Tinto, a naturally acidic environment with a high heavy metal content",2011,"Applied and Environmental Microbiology","77","17",,"6085","6093",,82,"10.1128/AEM.00654-11","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052719172&doi=10.1128%2fAEM.00654-11&partnerID=40&md5=0487d5b7b1b3e56a4e194af0722f5f34",Article,Open Access,Scopus,2-s2.0-80052719172
