Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Stamps, D.S., Calais, E., Saria, E., Hartnady, C., Nocquet, J.-M., Ebinger, C.J., Fernandes, R.M.","15073554400;7007060133;24179095000;6701834443;6603283958;7003621779;35112892700;","A kinematic model for the East African Rift",2008,"Geophysical Research Letters","35","5", L05304,"","",,169,"10.1029/2007GL032781","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43549113154&doi=10.1029%2f2007GL032781&partnerID=40&md5=010fcc8d2afcb831896568369f5a4ac0",Article,Open Access,Scopus,2-s2.0-43549113154
"Clinton, J.F., Bradford, S.C., Heaton, T.H., Favela, J.","14919275300;9132788200;35409330800;55805839700;","The observed wander of the natural frequencies in a structure",2006,"Bulletin of the Seismological Society of America","96","1",,"237","257",,159,"10.1785/0120050052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644515293&doi=10.1785%2f0120050052&partnerID=40&md5=88aae793912eec5024a7e39916ce3ade",Article,Open Access,Scopus,2-s2.0-33644515293
"Berk Biryol, C., Beck, S.L., Zandt, G., Özacar, A.A.","36143709700;35794532900;7003605105;55941618800;","Segmented African lithosphere beneath the Anatolian region inferred from teleseismic P-wave tomography",2011,"Geophysical Journal International","184","3",,"1037","1057",,158,"10.1111/j.1365-246X.2010.04910.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951575781&doi=10.1111%2fj.1365-246X.2010.04910.x&partnerID=40&md5=924ab817c1d7baafde83f2d1ca9b636a",Article,Open Access,Scopus,2-s2.0-79951575781
"Davies, J.H., Davies, D.R.","35460466800;23046196300;","Earth's surface heat flux",2010,"Solid Earth","1","1",,"5","24",,155,"10.5194/se-1-5-2010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954589499&doi=10.5194%2fse-1-5-2010&partnerID=40&md5=63b4086e89b01b206ffdb3e4db801f9c",Article,Open Access,Scopus,2-s2.0-79954589499
"Battaglia, M., Troise, C., Obrizzo, F., Pingue, F., De Natale, G.","7201908712;7003797517;55930070700;6701566331;7006560861;","Evidence for fluid migration as the source of deformation at Campi Flegrei caldera (Italy)",2006,"Geophysical Research Letters","33","1",,"","",,153,"10.1029/2005GL024904","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644636056&doi=10.1029%2f2005GL024904&partnerID=40&md5=a97279eff93676cc8224e5777da74feb",Article,Open Access,Scopus,2-s2.0-33644636056
"Jolivet, M., Dominguez, S., Charreau, J., Chen, Y., Li, Y., Wang, Q.","56201811400;7005494646;12792552000;7409935999;57192521619;7406912654;","Mesozoic and Cenozoic tectonic history of the central Chinese Tian Shan: Reactivated tectonic structures and active deformation",2010,"Tectonics","29","6", TC6019,"","",,134,"10.1029/2010TC002712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79251556555&doi=10.1029%2f2010TC002712&partnerID=40&md5=553dce45812409e4333c0f805a53a337",Article,Open Access,Scopus,2-s2.0-79251556555
"Vaughan, D.G., Corr, H.F.J., Ferraccioli, F., Frearson, N., O'Hare, A., Mach, D., Holt, J.W., Blankenship, D.D., Morse, D.L., Young, D.A.","7202019538;6602216254;55915866100;23050013700;14032148500;14031936100;35591242000;7007027925;7202245396;14032532000;","New boundary conditions for the West Antarctic ice sheet: Subglacial topography beneath Pine Island Glacier",2006,"Geophysical Research Letters","33","9", L09501,"","",,118,"10.1029/2005GL025588","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745713503&doi=10.1029%2f2005GL025588&partnerID=40&md5=6c2699ac778b16f160a4f99325e3ac2b",Article,Open Access,Scopus,2-s2.0-33745713503
"Obrebski, M., Allen, R.M., Pollitz, F., Hung, S.-H.","24335773700;7404224110;7003382969;7201936172;","Lithosphere-asthenosphere interaction beneath the western United States from the joint inversion of body-wave traveltimes and surface-wave phase velocities",2011,"Geophysical Journal International","185","2",,"1003","1021",,116,"10.1111/j.1365-246X.2011.04990.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954626122&doi=10.1111%2fj.1365-246X.2011.04990.x&partnerID=40&md5=47625144f4ca37298db13b9cec2c63df",Article,Open Access,Scopus,2-s2.0-79954626122
"Lagabrielle, Y., Labaume, P., De Saint Blanquat, M.","7003570402;55903463800;6603584292;","Mantle exhumation, crustal denudation, and gravity tectonics during Cretaceous rifting in the Pyrenean realm (SW Europe): Insights from the geological setting of the lherzolite bodies",2010,"Tectonics","29","4", TC4012,"","",,105,"10.1029/2009TC002588","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955189636&doi=10.1029%2f2009TC002588&partnerID=40&md5=e2846cd970a55732f0766efafc13d243",Article,Open Access,Scopus,2-s2.0-77955189636
"You, Q., Kang, S., Pepin, N., Yan, Y.","22982141200;7405682849;6602164207;36171964500;","Relationship between trends in temperature extremes and elevation in the eastern and central Tibetan Plateau, 1961-2005",2008,"Geophysical Research Letters","35","4", L04704,"","",,105,"10.1029/2007GL032669","https://www.scopus.com/inward/record.uri?eid=2-s2.0-44249127528&doi=10.1029%2f2007GL032669&partnerID=40&md5=9c54b833a9d6a9c6518b0a4b0322321b",Article,Open Access,Scopus,2-s2.0-44249127528
"Liang, C., Song, X.","55862900700;35726345200;","A low velocity belt beneath northern and eastern Tibetan Plateau from Pn tomography",2006,"Geophysical Research Letters","33","22", L22306,"","",,102,"10.1029/2006GL027926","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447554981&doi=10.1029%2f2006GL027926&partnerID=40&md5=435158b096ffaef6b398e5e7e825c312",Article,Open Access,Scopus,2-s2.0-34447554981
"Van Hinsbergen, D.J.J., Vissers, R.L.M., Spakman, W.","8560091600;7003491445;7004036932;","Origin and consequences of western Mediterranean subduction, rollback, and slab segmentation",2014,"Tectonics","33","4",,"393","419",,101,"10.1002/2013TC003349","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899043150&doi=10.1002%2f2013TC003349&partnerID=40&md5=71257b32eb21cbed47145442353f4e9d",Article,Open Access,Scopus,2-s2.0-84899043150
"Sawai, Y., Namegaya, Y., Okamura, Y., Satake, K., Shishikura, M.","7005120252;8503963600;7102578536;55681508700;9234304200;","Challenges of anticipating the 2011 Tohoku earthquake and tsunami using coastal geology",2012,"Geophysical Research Letters","39","21", L21309,"","",,98,"10.1029/2012GL053692","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869478488&doi=10.1029%2f2012GL053692&partnerID=40&md5=424fe08d8de9c4f72e31a8474b3927a2",Article,Open Access,Scopus,2-s2.0-84869478488
"Holt, J.W., Blankenship, D.D., Morse, D.L., Young, D.A., Peters, M.E., Kempf, S.D., Richter, T., Vaughan, D.G., Corr, H.F.J.","35591242000;7007027925;7202245396;14032532000;36935871600;7004011762;8257427600;7202019538;6602216254;","New boundary conditions for the West Antarctic Ice Sheet: Subglacial topography of the Thwaites and Smith glacier catchments",2006,"Geophysical Research Letters","33","9", L09502,"","",,98,"10.1029/2005GL025561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745727418&doi=10.1029%2f2005GL025561&partnerID=40&md5=ff0ae9508ac676b07528c38958415838",Article,Open Access,Scopus,2-s2.0-33745727418
"Head, J.W., Nahm, A.L., Marchant, D.R., Neukum, G.","55170315500;14024836800;7006465242;7003350103;","Modification of the dichotomy boundary on Mars by Amazonian mid-latitude regional glaciation",2006,"Geophysical Research Letters","33","8", L08S03,"","",,97,"10.1029/2005GL024360","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745466137&doi=10.1029%2f2005GL024360&partnerID=40&md5=7f789269f7202bd969ba2f06d662828e",Article,Open Access,Scopus,2-s2.0-33745466137
"Hirose, T., Bystricky, M.","8546764400;9436945600;","Extreme dynamic weakening of faults during dehydration by coseismic shear heating",2007,"Geophysical Research Letters","34","14", L14311,"","",,96,"10.1029/2007GL030049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548590638&doi=10.1029%2f2007GL030049&partnerID=40&md5=99c19651ca4266dcf4414232e8d68a6a",Article,Open Access,Scopus,2-s2.0-34548590638
"Yuan, H., Romanowicz, B., Fischer, K.M., Abt, D.","7402446679;7005897399;7403153903;23670123500;","3-D shear wave radially and azimuthally anisotropic velocity model of the North American upper mantle",2011,"Geophysical Journal International","184","3",,"1237","1260",,94,"10.1111/j.1365-246X.2010.04901.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951581323&doi=10.1111%2fj.1365-246X.2010.04901.x&partnerID=40&md5=f3aa4a5847c040276360a2fffdcc2440",Article,Open Access,Scopus,2-s2.0-79951581323
"Zhou, L., Xie, J., Shen, W., Zheng, Y., Yang, Y., Shi, H., Ritzwoller, M.H.","16644499500;55478254200;57200036727;55758359400;7409390431;14919811000;7003640876;","The structure of the crust and uppermost mantle beneath South China from ambient noise and earthquake tomography",2012,"Geophysical Journal International","189","3",,"1565","1583",,93,"10.1111/j.1365-246X.2012.05423.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860840180&doi=10.1111%2fj.1365-246X.2012.05423.x&partnerID=40&md5=69afd8f16fe681edb5c91d22dd769643",Article,Open Access,Scopus,2-s2.0-84860840180
"Calais, E., Dong, L., Wang, M., Shen, Z., Vergnolle, M.","7007060133;57199776005;55553729260;7403324030;6701417490;","Continental deformation in Asia from a combined GPS solution",2006,"Geophysical Research Letters","33","24", L24319,"","",,89,"10.1029/2006GL028433","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247611150&doi=10.1029%2f2006GL028433&partnerID=40&md5=34882b1b7db15f7bec1c47cce543f7a6",Article,Open Access,Scopus,2-s2.0-34247611150
"Heine, C., Zoethout, J., Müller, R.D.","56576080400;56023243900;55665153100;","Kinematics of the South Atlantic rift",2013,"Solid Earth","4","2",,"215","253",,88,"10.5194/se-4-215-2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888081872&doi=10.5194%2fse-4-215-2013&partnerID=40&md5=215d3eeadb449e20cdb2d2caa2e788cf",Article,Open Access,Scopus,2-s2.0-84888081872
"Van Hinsbergen, D.J.J., Schmid, S.M.","8560091600;35424598400;","Map view restoration of Aegean-West Anatolian accretion and extension since the Eocene",2012,"Tectonics","31","5", TC5005,"","",,88,"10.1029/2012TC003132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867641281&doi=10.1029%2f2012TC003132&partnerID=40&md5=40050e95a426f499d5f3530eb13f36ec",Article,Open Access,Scopus,2-s2.0-84867641281
"Lekić, V., Romanowicz, B.","17135205000;7005897399;","Inferring upper-mantle structure by full waveform tomography with the spectral element method",2011,"Geophysical Journal International","185","2",,"799","831",,87,"10.1111/j.1365-246X.2011.04969.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954574737&doi=10.1111%2fj.1365-246X.2011.04969.x&partnerID=40&md5=3fa5e5c89ef60fa74d7a7c021099a1f3",Article,Open Access,Scopus,2-s2.0-79954574737
"Zhao, G., Unsworth, M.J., Zhan, Y., Wang, L., Chen, X., Jones, A.G., Tang, J., Xiao, Q., Wang, J., Cai, J., Li, T., Wang, Y., Zhang, J.","35320628200;7005100237;7102620265;35072301000;24780453500;7407105442;35286199300;19639519400;55742684900;27168360800;55728934700;43462253400;35212511700;","Crustal structure and rheology of the Longmenshan and Wenchuan Mw 7.9 earthquake epicentral area from magnetotelluric data",2012,"Geology","40","12",,"1139","1142",,86,"10.1130/G33703.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872145508&doi=10.1130%2fG33703.1&partnerID=40&md5=32ec5c8f3d609e18d4dc21488ecc884f",Article,Open Access,Scopus,2-s2.0-84872145508
"Maurin, T., Rangin, C.","56410723400;7004535036;","Structure and kinematics of the Indo-Burmese Wedge: Recent and fast growth of the outer wedge",2009,"Tectonics","28","2", TC2010,"","",,86,"10.1029/2008TC002276","https://www.scopus.com/inward/record.uri?eid=2-s2.0-69649085998&doi=10.1029%2f2008TC002276&partnerID=40&md5=3d94fa75754cfd883cddca5bad9282b8",Article,Open Access,Scopus,2-s2.0-69649085998
"Levander, A., Miller, M.S.","7004095965;8593351500;","Evolutionary aspects of lithosphere discontinuity structure in the Western U.S.",2012,"Geochemistry, Geophysics, Geosystems","13","1", Q0AK07,"","",,85,"10.1029/2012GC004056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864563153&doi=10.1029%2f2012GC004056&partnerID=40&md5=15cce39fc75e6d1125a7935e5ae2b57a",Article,Open Access,Scopus,2-s2.0-84864563153
"Helffrich, G.","7003824915;","Extended-time multitaper frequency domain cross-correlation receiver-function estimation",2006,"Bulletin of the Seismological Society of America","96","1",,"344","347",,85,"10.1785/0120050098","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644550291&doi=10.1785%2f0120050098&partnerID=40&md5=69caef2224358a3de2b7520535a32dbb",Article,Open Access,Scopus,2-s2.0-33644550291
"Holtzman, B.K., Kendall, J.-M.","9338124800;7103130134;","Organized melt, seismic anisotropy, and plate boundary lubrication",2010,"Geochemistry, Geophysics, Geosystems","11","12", Q0AB06,"","",,83,"10.1029/2010GC003296","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79251556553&doi=10.1029%2f2010GC003296&partnerID=40&md5=b4e8f5c8873a01eedf93b43250ce317b",Article,Open Access,Scopus,2-s2.0-79251556553
"Shen, W., Ritzwoller, M.H., Schulte-Pelkum, V., Lin, F.-C.","57200036727;7003640876;6506254921;7402777484;","Joint inversion of surface wave dispersion and receiver functions: A Bayesianmonte-Carlo approach",2013,"Geophysical Journal International","192","2",,"807","836",,82,"10.1093/gji/ggs050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876852695&doi=10.1093%2fgji%2fggs050&partnerID=40&md5=e199256f281823752c6913c779a1f78b",Article,Open Access,Scopus,2-s2.0-84876852695
"Hammond, J.O.S., Kendall, J.-M., Stuart, G.W., Keir, D., Ebinger, C., Ayele, A., Belachew, M.","24764933600;7103130134;24501795800;12041336700;7003621779;6602516558;24764790300;","The nature of the crust beneath the Afar triple junction: Evidence from receiver functions",2011,"Geochemistry, Geophysics, Geosystems","12","12", Q12004,"","",,82,"10.1029/2011GC003738","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455231397&doi=10.1029%2f2011GC003738&partnerID=40&md5=cce4465da0e63a2d2774946fca589d42",Article,Open Access,Scopus,2-s2.0-83455231397
"Long, M.D.","8884869500;","Constraints on subduction geodynamics from seismic anisotropy",2013,"Reviews of Geophysics","51","1",,"76","112",,80,"10.1002/rog.20008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879240178&doi=10.1002%2frog.20008&partnerID=40&md5=e74b38ab2f0b9e1266f39cd929f570ae",Article,Open Access,Scopus,2-s2.0-84879240178
"Ayele, A., Keir, D., Ebinger, C., Wright, T.J., Stuart, G.W., Buck, W.R., Jacques, E., Ogubazghi, G., Sholan, J.","6602516558;12041336700;7003621779;11539776800;24501795800;26651035400;7003588731;24522944100;25030442500;","September 2005 mega-dike emplacement in the Manda-Harraro nascent oceanic rift (Afar depression)",2009,"Geophysical Research Letters","36","20", L20306,"","",,76,"10.1029/2009GL039605","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72149109792&doi=10.1029%2f2009GL039605&partnerID=40&md5=e1d1682302cf2f14b7a4ec59eabcc610",Article,Open Access,Scopus,2-s2.0-72149109792
"Heise, W., Bibby, H.M., Caldwell, T.G., Bannister, S.C., Ogawa, Y., Takakura, S., Uchida, T.","21734082400;7003752087;7005338633;7003513759;35452112400;7005887367;7403293963;","Melt distribution beneath a young continental rift: The Taupo Volcanic Zone, New Zealand",2007,"Geophysical Research Letters","34","14", L14313,"","",,76,"10.1029/2007GL029629","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548585428&doi=10.1029%2f2007GL029629&partnerID=40&md5=a109ef119d79a69633e21890ac6e00ae",Article,Open Access,Scopus,2-s2.0-34548585428
"Zollo, A., Iannaccone, G., Lancieri, M., Cantore, L., Convertito, V., Emolo, A., Festa, G., Gallovič, F., Vassallo, M., Martino, C., Satriano, C., Gasparini, P.","56230410200;7006384371;23094772800;23007522100;8306406200;6505922596;9941009500;35607481300;23669833600;57197870717;24382069900;57190084423;","Earthquake early warning system in southern Italy: Methodologies and performance evaluation",2009,"Geophysical Research Letters","36","5", L00B07,"","",,75,"10.1029/2008GL036689","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65649146807&doi=10.1029%2f2008GL036689&partnerID=40&md5=4b917aba6257c450c898424b5d1f491b",Article,Open Access,Scopus,2-s2.0-65649146807
"Zoback, M., Hickman, S., Ellsworth, W.","7006148765;7005829726;7003621623;","Scientific drilling into the San Andreas fault zone - An overview of SAFOD's first five years",2011,"Scientific Drilling",,"1",,"14","28",,74,"10.2204/iodp.sd.11.02.2011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955161589&doi=10.2204%2fiodp.sd.11.02.2011&partnerID=40&md5=7b65d928eefa85d49e2ad2bdb555b94c",Article,Open Access,Scopus,2-s2.0-79955161589
"Li, Y., Jia, D., Shaw, J.H., Hubbard, J., Lin, A., Wang, M., Luo, L., Li, H., Wu, L.","49061375300;7101755089;57192640737;36837990700;7402061915;49061608900;56121034700;55707729100;55714357600;","Structural interpretation of the coseismic faults of the Wenchuan earthquake: Three-dimensional modeling of the Longmen Shan fold-and-thrust belt",2010,"Journal of Geophysical Research: Solid Earth","115","4", B04317,"","",,72,"10.1029/2009JB006824","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149488830&doi=10.1029%2f2009JB006824&partnerID=40&md5=fe7146232f0476afd25a016795018c3f",Article,Open Access,Scopus,2-s2.0-78149488830
"Sun, Y., Liu, C., Lin, M., Li, Y., Qin, P.","55581169300;24067601300;9234481400;35320184300;56238149500;","Geochemical evidences of natural gas migration and releasing in the Ordos Basin, China",2009,"Energy Exploration and Exploitation","27","1",,"1","13",,70,"10.1260/014459809788708192","https://www.scopus.com/inward/record.uri?eid=2-s2.0-73449106797&doi=10.1260%2f014459809788708192&partnerID=40&md5=ab98f4739a4f33081d974b768f94d9c4",Article,Open Access,Scopus,2-s2.0-73449106797
"Hauri, E.H., Saal, A.E., Rutherford, M.J., Van Orman, J.A.","7004271360;6603833657;7101874863;57194514362;","Water in the moon's interior: Truth and consequences",2015,"Earth and Planetary Science Letters","409",,,"252","264",,69,"10.1016/j.epsl.2014.10.053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84911878657&doi=10.1016%2fj.epsl.2014.10.053&partnerID=40&md5=35aa35b673e4ca6c0ddb6fb2b7a65706",Article,Open Access,Scopus,2-s2.0-84911878657
"Pappenberger, F., Dutra, E., Wetterhall, F., Cloke, H.L.","12242898700;25926243900;8527157900;12141734400;","Deriving global flood hazard maps of fluvial floods through a physical model cascade",2012,"Hydrology and Earth System Sciences","16","11",,"4143","4156",,69,"10.5194/hess-16-4143-2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869426396&doi=10.5194%2fhess-16-4143-2012&partnerID=40&md5=74fe06698969f149bdbcc292241195e9",Article,Open Access,Scopus,2-s2.0-84869426396
"Mechie, J., Yuan, X., Schurr, B., Schneider, F., Sippl, C., Ratschbacher, L., Minaev, V., Gadoev, M., Oimahmadov, I., Abdybachaev, U., Moldobekov, B., Orunbaev, S., Negmatullaev, S.","7003402150;55303904700;6602198200;54407413000;54407632600;7003437176;7007026947;57193609182;54407320400;42061061200;36457026000;36721892900;54407318600;","Crustal and uppermost mantle velocity structure along a profile across the Pamir and southern Tien Shan as derived from project TIPAGE wide-angle seismic data",2012,"Geophysical Journal International","188","2",,"385","407",,69,"10.1111/j.1365-246X.2011.05278.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855431561&doi=10.1111%2fj.1365-246X.2011.05278.x&partnerID=40&md5=1a0532243e444b4b80938662267f215b",Article,Open Access,Scopus,2-s2.0-84855431561
"Sippl, C., Schurr, B., Yuan, X., Mechie, J., Schneider, F.M., Gadoev, M., Orunbaev, S., Oimahmadov, I., Haberland, C., Abdybachaev, U., Minaev, V., Negmatullaev, S., Radjabov, N.","54407632600;6602198200;55303904700;7003402150;54407413000;57193609182;36721892900;54407320400;7006364430;42061061200;7007026947;54407318600;38061842500;","Geometry of the Pamir-Hindu Kush intermediate-depth earthquake zone from local seismic data",2013,"Journal of Geophysical Research: Solid Earth","118","4",,"1438","1457",,68,"10.1002/jgrb.50128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880764493&doi=10.1002%2fjgrb.50128&partnerID=40&md5=01a8a484e52427859f7ccd42275be11f",Article,Open Access,Scopus,2-s2.0-84880764493
"Jordan, T.E., Nester, P.L., Blanco, N., Hoke, G.D., Dávila, F., Tomlinson, A.J.","7202381241;6507620314;23099464100;7003530133;6603700705;7101953404;","Uplift of the Altiplano-Puna plateau: A view from the west",2010,"Tectonics","29","5", TC5007,"","",,68,"10.1029/2010TC002661","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957570728&doi=10.1029%2f2010TC002661&partnerID=40&md5=3f8efe098fd386744d37b80647daa810",Article,Open Access,Scopus,2-s2.0-77957570728
"Massironi, M., Simioni, E., Marzari, F., Cremonese, G., Giacomini, L., Pajola, M., Jorda, L., Naletto, G., Lowry, S., El-Maarry, M.R., Preusker, F., Scholten, F., Sierks, H., Barbieri, C., Lamy, P., Rodrigo, R., Koschny, D., Rickman, H., Keller, H.U., A'Hearn, M.F., Agarwal, J., Auger, A.-T., Barucci, M.A., Bertaux, J.-L., Bertini, I., Besse, S., Bodewits, D., Capanna, C., Da Deppo, V., Davidsson, B., Debei, S., De Cecco, M., Ferri, F., Fornasier, S., Fulle, M., Gaskell, R., Groussin, O., Gutiérrez, P.J., Güttler, C., Hviid, S.F., Ip, W.-H., Knollenberg, J., Kovacs, G., Kramm, R., Kührt, E., Küppers, M., La Forgia, F., Lara, L.M., Lazzarin, M., Lin, Z.-Y., Moreno, J.J.L., Magrin, S., Michalik, H., Mottola, S., Oklay, N., Pommerol, A., Thomas, N., Tubiana, C., Vincent, J.-B.","6701735192;55598125000;7004712183;56240953900;36804209900;54883873200;7004051991;7003302108;7103411600;25928321000;36104388000;8964628900;6508185191;7103147398;7102258119;8915493600;6701916669;6603822222;8255728400;7004451558;15070371500;56405307900;55665446200;26643531100;35464300000;37088290000;8077103900;55336616200;57201399563;6602235814;8526282000;56962725000;7102363926;56211921700;6701573273;7005702881;8879569100;7103382239;23469119300;6603557200;7102820054;6506597703;57201759441;6506440106;6602369973;7003558156;54986185400;7006523515;7006528435;35314909200;7003563681;8305008600;13611969300;55948123900;12768259500;25925354700;7401830482;16032020900;26325125800;","Two independent and primitive envelopes of the bilobate nucleus of comet 67P",2015,"Nature","526","7573",,"402","405",,67,"10.1038/nature15511","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944321894&doi=10.1038%2fnature15511&partnerID=40&md5=f6bd0cc18cf4d4bc9546b8bcc7bec241",Article,Open Access,Scopus,2-s2.0-84944321894
"Zhou, J.-B., Cao, J.-L., Wilde, S.A., Zhao, G.-C., Zhang, J.-J., Wang, B.","7405547094;55459854700;35254758600;7403296321;9744628200;56305785600;","Paleo-Pacific subduction-accretion: Evidence from Geochemical and U-Pb zircon dating of the Nadanhada accretionary complex, NE China",2014,"Tectonics","33","12",,"2444","2466",,67,"10.1002/2014TC003637","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027931853&doi=10.1002%2f2014TC003637&partnerID=40&md5=d18eb2b02ca0342fc923cdea096be1b5",Article,Open Access,Scopus,2-s2.0-85027931853
"Bower, D.J., Gurnis, M., Seton, M.","28367463700;7004832074;55666678500;","Lower mantle structure from paleogeographically constrained dynamic Earth models",2013,"Geochemistry, Geophysics, Geosystems","14","1",,"44","63",,67,"10.1029/2012GC004267","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879633664&doi=10.1029%2f2012GC004267&partnerID=40&md5=4f4ad4c9dc5f54d1437bcd0164ba0443",Article,Open Access,Scopus,2-s2.0-84879633664
"Strasser, M., Moore, G.F., Kimura, G., Kopf, A.J., Underwood, M.B., Guo, J., Screaton, E.J.","15623827900;55605773852;7101752104;15723922100;7101736164;55751131700;6701413511;","Slumping and mass transport deposition in the Nankai fore arc: Evidence from IODP drilling and 3-D reflection seismic data",2012,"Geochemistry, Geophysics, Geosystems","12","5", Q0AD13,"","",,66,"10.1029/2010GC003431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957491780&doi=10.1029%2f2010GC003431&partnerID=40&md5=9044c620f47b970639bf8b18ae1d56dc",Article,Open Access,Scopus,2-s2.0-79957491780
"Frankel, K.L., Dolan, J.F., Finkel, R.C., Owen, L.A., Hoeft, J.S.","55405300800;7202840544;34869459600;57203106423;23018747900;","Spatial variations in slip rate along the Death Valley-Fish Lake Valley fault system determined from LiDAR topographic data and cosmogenic 10Be geochronology",2007,"Geophysical Research Letters","34","18", L18303,"","",,66,"10.1029/2007GL030549","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36549016166&doi=10.1029%2f2007GL030549&partnerID=40&md5=4e5f10c36737302401bbec3778e1c310",Article,Open Access,Scopus,2-s2.0-36549016166
"Ogawa, R., Heki, K.","16426141600;7003965533;","Slow postseismic recovery of geoid depression formed by the 2004 Sumatra-Andaman Earthquake by mantle water diffusion",2007,"Geophysical Research Letters","34","6", L06313,"","",,66,"10.1029/2007GL029340","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34249895598&doi=10.1029%2f2007GL029340&partnerID=40&md5=d4b29c696df5510849517bdcab903ace",Article,Open Access,Scopus,2-s2.0-34249895598
"Ding, L., Yang, D., Cai, F.L., Pullen, A., Kapp, P., Gehrels, G.E., Zhang, L.Y., Zhang, Q.H., Lai, Q.Z., Yue, Y.H., Shi, R.D.","26643004700;55533944000;11638843400;14021872800;7004726541;35548281700;37085732700;51162244400;15755878400;14825922000;7102948255;","Provenance analysis of the Mesozoic Hoh-Xil-Songpan-Ganzi turbidites in northern Tibet: Implications for the tectonic evolution of the eastern Paleo-Tethys Ocean",2015,"Tectonics","32","1",,"34","48",,65,"10.1002/tect.20013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881257085&doi=10.1002%2ftect.20013&partnerID=40&md5=ca5fb643f2ef39c51eeda0a588cb8327",Article,Open Access,Scopus,2-s2.0-84881257085
"Jaafar, M.Z., Vinogradov, J., Jackson, M.D.","35191847700;35192478600;35615436100;","Measurement of streaming potential coupling coefficient in sandstones saturated with high salinity NaCl brine",2009,"Geophysical Research Letters","36","21", L21306,"","",,64,"10.1029/2009GL040549","https://www.scopus.com/inward/record.uri?eid=2-s2.0-72049109680&doi=10.1029%2f2009GL040549&partnerID=40&md5=5e00dbe84d3230feaed7f8de78078414",Article,Open Access,Scopus,2-s2.0-72049109680
"Huang, Y., Chubakov, V., Mantovani, F., Rudnick, R.L., McDonough, W.F.","55153969800;36994624600;15840088300;7003986769;7005259221;","A reference Earth model for the heat-producing elements and associated geoneutrino flux",2013,"Geochemistry, Geophysics, Geosystems","14","6",,"2003","2029",,63,"10.1002/ggge.20129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880810017&doi=10.1002%2fggge.20129&partnerID=40&md5=f78404d20b9e59c4d69dcfb65f37e06c",Article,Open Access,Scopus,2-s2.0-84880810017
"Heit, B., Sodoudi, F., Yuan, X., Bianchi, M., Kind, R.","21734324900;24377183900;55303904700;7402561564;7102843517;","An S receiver function analysis of the lithospheric structure in South America",2007,"Geophysical Research Letters","34","14", L14307,"","",,63,"10.1029/2007GL030317","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548573160&doi=10.1029%2f2007GL030317&partnerID=40&md5=036f26017a487f8ed917788a16dddf7b",Article,Open Access,Scopus,2-s2.0-34548573160
