Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Wang, B., Xia, F., Wappler, T., Simon, E., Zhang, H., Jarzembowski, E.A., Szwedo, J.","55729656500;56581264100;6602301549;55793474700;7409195016;7003789455;6602493982;","Brood care in a 100-million-year-old scale insect",2015,"eLife","2015","4", e05447,"","",8,24,"10.7554/eLife.05447.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926368213&doi=10.7554%2feLife.05447.001&partnerID=40&md5=230298800adb7100c3cf988884ced5da",Article,Open Access,Scopus,2-s2.0-84926368213
"Saupe, E.E., Hendricks, J.R., Portell, R.W., Dowsett, H.J., Haywood, A., Hunter, S.J., Lieberman, B.S.","26031089800;14527142300;6603037954;6603535726;7004500706;36655855100;7006196372;","Macroevolutionary consequences of profound climate change on niche evolution in marine molluscs over the past three million years",2014,"Proceedings of the Royal Society B: Biological Sciences","281","1795", 20141995,"","",9,24,"10.1098/rspb.2014.1995","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908133598&doi=10.1098%2frspb.2014.1995&partnerID=40&md5=a2479710b9868953c12b98d695db3b31",Article,Open Access,Scopus,2-s2.0-84908133598
"Kin, A., Błazejowski, B.","8753302300;6507358829;","The horseshoe crab of the genus Limulus: Living fossil or stabilomorph?",2014,"PLoS ONE","9","10", e108036,"","",,24,"10.1371/journal.pone.0108036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907494910&doi=10.1371%2fjournal.pone.0108036&partnerID=40&md5=5078b33d8134fa7de2a87e82796052eb",Article,Open Access,Scopus,2-s2.0-84907494910
"Ksepka, D.T.","14045337300;","Flight performance of the largest volant bird",2014,"Proceedings of the National Academy of Sciences of the United States of America","111","29",,"10624","10629",,24,"10.1073/pnas.1320297111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904616579&doi=10.1073%2fpnas.1320297111&partnerID=40&md5=3a2be5939dfe913e23555996831f1001",Article,Open Access,Scopus,2-s2.0-84904616579
"Bennett, E.A., Massilani, D., Lizzo, G., Daligault, J., Geigl, E.-M., Grange, T.","7201460374;55968842700;56203589700;56203680200;6602182148;7003771968;","Library construction for ancient genomics: Single strand or double strand?",2014,"BioTechniques","56","6",,"289","300",,24,"10.2144/000114176","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902346093&doi=10.2144%2f000114176&partnerID=40&md5=6bcf4d8a65717cd8f117fe8d90ccc1a0",Article,Open Access,Scopus,2-s2.0-84902346093
"Woodward, H.N., Horner, J.R., Farlow, J.O.","24377011100;7102765776;7003306820;","Quantification of intraskeletal histovariability in alligator mississippiensis and implications for vertebrate osteohistology",2014,"PeerJ","2014","1", e422,"","",,24,"10.7717/peerj.422","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903844962&doi=10.7717%2fpeerj.422&partnerID=40&md5=19bb12c17a04b31fb91c76a382f70f3a",Article,Open Access,Scopus,2-s2.0-84903844962
"Buerki, S., Forest, F., Stadler, T., Alvarez, N.","15829127800;15922773000;35231151900;7005833520;","The abrupt climate change at the Eocene-Oligocene boundary and the emergence of South-East Asia triggered the spread of sapindaceous lineages",2013,"Annals of Botany","112","1",,"151","160",,24,"10.1093/aob/mct106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880202397&doi=10.1093%2faob%2fmct106&partnerID=40&md5=f5168214f08aaf829ac4178c421f3fcf",Article,Open Access,Scopus,2-s2.0-84880202397
"Drygant, D., Szaniawski, H.","23097295700;6603486265;","Lochkovian conodonts from Podolia, Ukraine, and their stratigraphic significance",2012,"Acta Palaeontologica Polonica","57","4",,"833","861",,24,"10.4202/app.2011.0124","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871605928&doi=10.4202%2fapp.2011.0124&partnerID=40&md5=db92c9c27a84872f56047bf8a2a8f11a",Article,Open Access,Scopus,2-s2.0-84871605928
"Park, T.-Y., Woo, J., Lee, D.-J., Lee, D.-C., Lee, S.-B., Han, Z., Chough, S.K., Choi, D.K.","55424747400;15770459300;55698943300;55698882300;57203597119;15822014300;56208151900;36900127100;","A stem-group cnidarian described from the mid-Cambrian of China and its significance for cnidarian evolution",2011,"Nature Communications","2","1", 442,"","",,24,"10.1038/ncomms1457","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052417814&doi=10.1038%2fncomms1457&partnerID=40&md5=9840859fe4bac21fb3a82f7a8a4f30d4",Article,Open Access,Scopus,2-s2.0-80052417814
"Schott, R.K., Evans, D.C., Goodwin, M.B., Horner, J.R., Brown, C.M., Longrich, N.R.","35732185700;55302970000;7201733618;7102765776;26638019100;13806457100;","Cranial ontogeny in Stegoceras validum (dinosauria: Pachycephalosauria): A quantitative model of pachycephalosaur dome growth and variation",2011,"PLoS ONE","6","6", e21092,"","",,24,"10.1371/journal.pone.0021092","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959646114&doi=10.1371%2fjournal.pone.0021092&partnerID=40&md5=55f2959bfc1cc531def30ab980b2eab6",Article,Open Access,Scopus,2-s2.0-79959646114
"Heim, N.A., Peters, S.E.","12770413800;7201536662;","Regional environmental breadth predicts geographic range and longevity in fossil marine genera",2011,"PLoS ONE","6","5", e18946,"","",,24,"10.1371/journal.pone.0018946","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955763545&doi=10.1371%2fjournal.pone.0018946&partnerID=40&md5=ab3b010652960b4a3a44ed25fffe3692",Article,Open Access,Scopus,2-s2.0-79955763545
"Krings, M., Taylor, T.N., Dotzler, N.","7004418031;7402298966;16238055800;","The fossil record of the peronosporomycetes (Oomycota)",2011,"Mycologia","103","3",,"445","457",,24,"10.3852/10-278","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052346608&doi=10.3852%2f10-278&partnerID=40&md5=a83482192d968abf07db835d4883f5fb",Article,Open Access,Scopus,2-s2.0-80052346608
"Clement, A.M., Long, J.A.","35329210500;7403446752;","Air-breathing adaptation in a marine Devonian lungfish",2010,"Biology Letters","6","4",,"509","512",,24,"10.1098/rsbl.2009.1033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953670985&doi=10.1098%2frsbl.2009.1033&partnerID=40&md5=3af6ddf01e5682eb4bdd2fd8c854c597",Article,Open Access,Scopus,2-s2.0-77953670985
"Hagey, L.R., Vidal, N., Hofmann, A.F., Krasowski, M.D.","7003349999;7006464794;35414534900;7004477616;","Evolutionary diversity of bile salts in reptiles and mammals, including analysis of ancient human and extinct giant ground sloth coprolites",2010,"BMC Evolutionary Biology","10","1", 133,"","",,24,"10.1186/1471-2148-10-133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951782785&doi=10.1186%2f1471-2148-10-133&partnerID=40&md5=f9f1c303c483ef3ba85134c6075003f6",Article,Open Access,Scopus,2-s2.0-77951782785
"Fraile, I., Schulz, M., Mulitza, S., Merkel, U., Prange, M., Paul, A.","23024641400;7402485602;6603446091;16481049400;56231778100;7402489842;","Modeling the seasonal distribution of planktonic foraminifera during the last glacial maximum",2009,"Paleoceanography","24","2", PA2216,"","",,24,"10.1029/2008PA001686","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349487702&doi=10.1029%2f2008PA001686&partnerID=40&md5=6424fd552a2db2ce69c761e9f1c30fce",Article,Open Access,Scopus,2-s2.0-70349487702
"Young, G.C.","7402899970;","Devonian formations, vertebrate faunas and age control on the far south coast of New South Wales and adjacent Victoria",2007,"Australian Journal of Earth Sciences","54","7",,"991","1008",,24,"10.1080/08120090701488313","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548419606&doi=10.1080%2f08120090701488313&partnerID=40&md5=de1c0a1b50546a630d2473a849c7fbae",Article,Open Access,Scopus,2-s2.0-34548419606
"Kellner, A.W.A.","7006207027;","Comments on triassic pterosaurs with discussion about ontogeny and description of New Taxa",2015,"Anais da Academia Brasileira de Ciencias","87","2",,"669","689",,23,"10.1590/0001-3765201520150307","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84935051910&doi=10.1590%2f0001-3765201520150307&partnerID=40&md5=09bae6cbc095428a29e24c16a8e70b5d",Article,Open Access,Scopus,2-s2.0-84935051910
"Falkingham, P.L., Bates, K.T., Farlow, J.O.","25228566600;23491311700;7003306820;","Historical photogrammetry: Bird's Paluxy River dinosaur chase sequence digitally reconstructed as it was prior to excavation 70 years ago",2014,"PLoS ONE","9","4", e93247,"","",,23,"10.1371/journal.pone.0093247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898838792&doi=10.1371%2fjournal.pone.0093247&partnerID=40&md5=2c9589ccd32bae04d436475d9ced0e89",Article,Open Access,Scopus,2-s2.0-84898838792
"Lambert, O., Bianucci, G., Urbina, M.","8619546900;7004313795;7003898634;","Huaridelphis raimondii, a new early Miocene Squalodelphinidae (Cetacea, Odontoceti) from the Chilcatay Formation, Peru",2014,"Journal of Vertebrate Paleontology","34","5",,"987","1004",,23,"10.1080/02724634.2014.858050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910601811&doi=10.1080%2f02724634.2014.858050&partnerID=40&md5=0873705cc86ebd7ef7461f53b9d07933",Article,Open Access,Scopus,2-s2.0-84910601811
"Lautenschlager, S., Witmer, L.M., Altangerel, P., Zanno, L.E., Rayfield, E.J.","37077479600;6601970331;6507423649;8219913700;7003569471;","Cranial anatomy of Erlikosaurus andrewsi (Dinosauria, Therizinosauria): New insights based on digital reconstruction",2014,"Journal of Vertebrate Paleontology","34","6",,"1263","1291",,23,"10.1080/02724634.2014.874529","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910053645&doi=10.1080%2f02724634.2014.874529&partnerID=40&md5=7d756ed89549c93e85fbd61b9c3e716c",Article,Open Access,Scopus,2-s2.0-84910053645
"Midford, P.E., Dececchi, T.A., Balhoff, J.P., Dahdul, W.M., Ibrahim, N., Lapp, H., Lundberg, J.G., Mabee, P.M., Sereno, P.C., Westerfield, M., Vision, T.J., Blackburn, D.C.","6603048400;26032522700;8637283900;6506768630;36458550200;7006213093;7202439027;6603938196;7003660079;7005147689;6603368605;7005699145;","The vertebrate taxonomy ontology: A framework for reasoning across model organism and species phenotypes",2013,"Journal of Biomedical Semantics","4","1", 34,"","",,23,"10.1186/2041-1480-4-34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907005580&doi=10.1186%2f2041-1480-4-34&partnerID=40&md5=00a4cc826ecd520ac9e2f536ebe4593b",Article,Open Access,Scopus,2-s2.0-84907005580
"Martinón-Torres, M., Spěváčková, P., Gracia-Téllez, A., Martínez, I., Bruner, E., Arsuaga, J.L., Bermúdez de Castro, J.M.","6505967345;55811364500;55014692100;56243441600;6701840150;6506247114;7003670066;","Morphometric analysis of molars in a Middle Pleistocene population shows a mosaic of 'modern' and Neanderthal features",2013,"Journal of Anatomy","223","4",,"353","363",,23,"10.1111/joa.12090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884208442&doi=10.1111%2fjoa.12090&partnerID=40&md5=a81609471b843c068d6694f962d404ef",Article,Open Access,Scopus,2-s2.0-84884208442
"Dong, L., Roček, Z., Wang, Y., Jones, M.E.H.","54882250700;6602781060;55733785900;37125851100;","Anurans from the Lower Cretaceous Jehol Group of Western Liaoning, China",2013,"PLoS ONE","8","7", e69723,"","",,23,"10.1371/journal.pone.0069723","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880810070&doi=10.1371%2fjournal.pone.0069723&partnerID=40&md5=dd9376843e6f5fe50fb73533f3dd29c0",Article,Open Access,Scopus,2-s2.0-84880810070
"Pérez-de La Fuente, R., Delclòs, X., Peñalver, E., Speranza, M., Wierzchos, J., Ascaso, C., Engel, M.S.","35099098300;12544819500;6603610937;36098392100;7003681791;7005936696;7102289209;","Early evolution and ecology of camouflage in insects",2012,"Proceedings of the National Academy of Sciences of the United States of America","109","52",,"21414","21419",,23,"10.1073/pnas.1213775110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871838970&doi=10.1073%2fpnas.1213775110&partnerID=40&md5=e827f3912f5e6b23d8123b83094e0f1b",Article,Open Access,Scopus,2-s2.0-84871838970
"Gogarten, J.F., Brown, L.M., Chapman, C.A., Cords, M., Doran-Sheehy, D., Fedigan, L.M., Gre, F.E., Perry, S., Pusey, A.E., Sterck, E.H.M., Wich, S.A., Wright, P.C.","49663142800;56748331600;55192493500;6603200454;6507968207;57204298693;55376671300;7401910609;6701915235;6602124949;6603053832;57203771692;","Seasonal mortality patterns non-human primates: Implications for variation selection pressures across environments",2012,"Evolution","66","10",,"3252","3266",,23,"10.1111/j.1558-5646.2012.01668.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867103246&doi=10.1111%2fj.1558-5646.2012.01668.x&partnerID=40&md5=f9bd6e05021042b4adce62e19cd5a29d",Article,Open Access,Scopus,2-s2.0-84867103246
"Prieto-Márquez, A., Chiappe, L.M., Joshi, S.H.","12544776900;7004531509;57200136872;","The Lambeosaurine Dinosaur Magnapaulia laticaudus from the late cretaceous of Baja California, Northwestern Mexico",2012,"PLoS ONE","7","6", e38207,"","",,23,"10.1371/journal.pone.0038207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862187474&doi=10.1371%2fjournal.pone.0038207&partnerID=40&md5=022b6517f522992ccf098f6dfaec56aa",Article,Open Access,Scopus,2-s2.0-84862187474
"Deng, T., Li, Q., Tseng, Z.J., Takeuchi, G.T., Wang, Y., Xie, G., Wang, S., Hou, S., Wang, X.","56404082000;36065676600;21834703800;12239145400;56708988400;7202981319;49461787300;36696413000;16026000700;","Locomotive implication of a Pliocene three-toed horse skeleton from Tibet and its paleo-altimetry significance",2012,"Proceedings of the National Academy of Sciences of the United States of America","109","19",,"7374","7378",,23,"10.1073/pnas.1201052109","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860788094&doi=10.1073%2fpnas.1201052109&partnerID=40&md5=e3c23758dea13ef8921ee56facd326ea",Article,Open Access,Scopus,2-s2.0-84860788094
"Malacarne, G., Perazzolli, M., Cestaro, A., Sterck, L., Fontana, P., van de Peer, Y., Viola, R., Velasco, R., Salamini, F.","23974827400;8776351800;23488108200;8517806700;23488698900;7006594796;57202975884;7005335825;56251668100;","Deconstruction of the (paleo)polyploid grapevine genome based on the analysis of transposition events involving NBS resistance genes",2012,"PLoS ONE","7","1", e29762,"","",,23,"10.1371/journal.pone.0029762","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855655273&doi=10.1371%2fjournal.pone.0029762&partnerID=40&md5=6c47873636d110dec77b2b5a1d76e5f5",Article,Open Access,Scopus,2-s2.0-84855655273
"Cione, A.L., Cozzuol, M.A., Dozo, M.T., Acosta Hospitaleche, C.","6701567281;6507910032;7801536356;14048112600;","Marine vertebrate assemblages in the southwest Atlantic during the Miocene",2011,"Biological Journal of the Linnean Society","103","2",,"423","440",,23,"10.1111/j.1095-8312.2011.01685.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957711803&doi=10.1111%2fj.1095-8312.2011.01685.x&partnerID=40&md5=d332a3cda930aa50ecf95d321afe1e28",Article,Open Access,Scopus,2-s2.0-79957711803
"Pour, M.G., Kebriaee-Zadeh, M.R., Popov, L.E.","14624999500;38361839100;7102117955;","Early Ordovician (Tremadocian) brachiopods from the Eastern Alborz Mountains, Iran",2011,"Estonian Journal of Earth Sciences","60","2",,"65","82",,23,"10.3176/earth.2011.2.01","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957506051&doi=10.3176%2fearth.2011.2.01&partnerID=40&md5=c64296e1db9f515ca10b54e4dcbd2e1a",Article,Open Access,Scopus,2-s2.0-79957506051
"Xu, X., Sullivan, C., Pittman, M., Choiniere, J.N., Hone, D., Upchurch, P., Tan, Q., Xiao, D., Tan, L., Han, F.","7405294877;25627041500;35786415100;35277982100;16241713000;6701733955;35786597200;41862779900;36483556100;25923913300;","A monodactyl nonavian dinosaur and the complex evolution of the alvarezsauroid hand",2011,"Proceedings of the National Academy of Sciences of the United States of America","108","6",,"2338","2342",,23,"10.1073/pnas.1011052108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952290345&doi=10.1073%2fpnas.1011052108&partnerID=40&md5=b86d8c57a5cf3d9e4fbfcd425027a8f9",Article,Open Access,Scopus,2-s2.0-79952290345
"Perreau, M., Tafforeau, P.","6701520527;6507952614;","Virtual dissection using phase-contrast X-ray synchrotron microtomography: Reducing the gap between fossils and extant species",2011,"Systematic Entomology","36","3",,"573","580",,23,"10.1111/j.1365-3113.2011.00573.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959707673&doi=10.1111%2fj.1365-3113.2011.00573.x&partnerID=40&md5=fa8b6418521cc702814cdd2eb7be2ba1",Article,Open Access,Scopus,2-s2.0-79959707673
"Schultheiß, R., Wilke, T., Jørgensen, A., Albrecht, C.","34573632600;7007172805;7102108385;12242352700;","The birth of an endemic species flock: Demographic history of the Bellamya group (Gastropoda, Viviparidae) in Lake Malawi",2011,"Biological Journal of the Linnean Society","102","1",,"130","143",,23,"10.1111/j.1095-8312.2010.01574.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650060606&doi=10.1111%2fj.1095-8312.2010.01574.x&partnerID=40&md5=370c37a02c9242385f369e3dc9b3cdea",Article,Open Access,Scopus,2-s2.0-78650060606
"Roček, Z., Eaton, J.G., Gardner, J., Přikryl, T.","6602781060;7202998216;7403052009;16444462700;","Evolution of anuran assemblages in the Late Cretaceous of Utah, USA",2010,"Palaeobiodiversity and Palaeoenvironments","90","4",,"341","393",,23,"10.1007/s12549-010-0040-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78149464377&doi=10.1007%2fs12549-010-0040-2&partnerID=40&md5=d4672e0988726b8d2ed78054b1003c5a",Article,Open Access,Scopus,2-s2.0-78149464377
"Haile-Selassie, Y.","6508101067;","Phylogeny of early Australopithecus: New fossil evidence from the Woranso-Mille (central Afar, Ethiopia)",2010,"Philosophical Transactions of the Royal Society B: Biological Sciences","365","1556",,"3323","3331",,23,"10.1098/rstb.2010.0064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958027203&doi=10.1098%2frstb.2010.0064&partnerID=40&md5=2ab7202d50b8bf3d00ec4d5eb782e37f",Article,Open Access,Scopus,2-s2.0-77958027203
"Ducrocq, S., Boisserie, J.-R., Tiercelin, J.-J., Delmer, C., Garcia, G., Kyalo, M.F., Leakey, M.G., Marivaux, L., Otero, O., Peigné, S., Tassy, P., Lihoreau, F.","7003698106;6603805779;7003908218;16202583400;7202755030;35755793400;7004377822;6603065491;6602086064;55991334200;6701548692;6506495074;","New oligocene vertebrate localities from northern Kenya (Turkana Basin)",2010,"Journal of Vertebrate Paleontology","30","1",,"293","299",,23,"10.1080/02724630903413065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949749000&doi=10.1080%2f02724630903413065&partnerID=40&md5=2696b2900e297c7e8e62b9a64354e038",Article,Open Access,Scopus,2-s2.0-77949749000
"Binder, W.J., Valkenburgh, B.V.","7005259832;12645820700;","A comparison of tooth wear and breakage in Rancho La Brea sabertooth cats and dire wolves across time",2010,"Journal of Vertebrate Paleontology","30","1",,"255","261",,23,"10.1080/02724630903413016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949338311&doi=10.1080%2f02724630903413016&partnerID=40&md5=5d0406d38e2fcc6d6b244d0c37107a91",Article,Open Access,Scopus,2-s2.0-77949338311
"Hastings, A.K., Bloch, J.I., Cadena, E.A., Jaramillo, C.A.","26648269600;7103094874;25959513900;7005412166;","A new small short-snouted dyrosaurid (crocodylomorpha, mesoeucrocodylia) from the paleocene of northeastern Colombia",2010,"Journal of Vertebrate Paleontology","30","1",,"139","162",,23,"10.1080/02724630903409204","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949699680&doi=10.1080%2f02724630903409204&partnerID=40&md5=1209dba4e5c130513b793ab1e613a665",Article,Open Access,Scopus,2-s2.0-77949699680
"Klein, N., Albers, P.C.H.","10040036700;7102101571;","A new species of the sauropsid reptile nothosaurus from the Lower Muschelkalk of the western Germanic Basin, Winterswijk, the Netherlands",2009,"Acta Palaeontologica Polonica","54","4",,"589","598",,23,"10.4202/app.2008.0083","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77749289230&doi=10.4202%2fapp.2008.0083&partnerID=40&md5=a1c757d83d74dc954e5aa0cbf37a53c3",Article,Open Access,Scopus,2-s2.0-77749289230
"Yasukochi, Y., Nishida, S., Han, S.-H., Kurosaki, T., Yoneda, M., Koike, H.","26024012000;35582387800;35199840300;26532787600;36800632600;35598595100;","Genetic structure of the asiatic black bear in Japan using mitochondrial DNA analysis",2009,"Journal of Heredity","100","3",,"297","308",,23,"10.1093/jhered/esn097","https://www.scopus.com/inward/record.uri?eid=2-s2.0-65349156459&doi=10.1093%2fjhered%2fesn097&partnerID=40&md5=8dcdbebf1a0c943e607462f404a88481",Article,Open Access,Scopus,2-s2.0-65349156459
"Zollikofer, C.P.E., Ponce De León, M.S., Schmitz, R.W., Stringer, C.B.","7006560849;7004048915;35238708800;7005875885;","New insights into mid-late pleistocene fossil hominin paranasal sinus morphology",2008,"Anatomical Record","291","11",,"1506","1516",,23,"10.1002/ar.20779","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149348580&doi=10.1002%2far.20779&partnerID=40&md5=594387a535071f965ff9a672887dc7d3",Article,Open Access,Scopus,2-s2.0-58149348580
"Sanchez, S., Klembara, J., Castanet, J., Steyer, J.S.","36473639300;6701613300;7006551318;7003639805;","Salamander-like development in a seymouriamorph revealed by palaeohistology",2008,"Biology Letters","4","4",,"411","414",,23,"10.1098/rsbl.2008.0159","https://www.scopus.com/inward/record.uri?eid=2-s2.0-46949086667&doi=10.1098%2frsbl.2008.0159&partnerID=40&md5=98b7bc2c038db2545ae675edc54db230",Article,Open Access,Scopus,2-s2.0-46949086667
"Hopkins, S.S.B.","8983555100;","Phylogeny and evolutionary history of the Aplodontoidea (Mammalia: Rodentia)",2008,"Zoological Journal of the Linnean Society","153","4",,"769","838",,23,"10.1111/j.1096-3642.2008.00399.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48349090144&doi=10.1111%2fj.1096-3642.2008.00399.x&partnerID=40&md5=770e103715bc515a3ef177d7dfaa0019",Article,Open Access,Scopus,2-s2.0-48349090144
"Barnosky, A.D., Kraatz, B.P.","6602118780;12647717500;","The role of climatic change in the evolution of mammals",2007,"BioScience","57","6",,"523","532",,23,"10.1641/B570615","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250157742&doi=10.1641%2fB570615&partnerID=40&md5=886864c0d59599ac2ca02955033f03d3",Article,Open Access,Scopus,2-s2.0-34250157742
"Vandenbroucke, T.R.A., Emsbo, P., Munnecke, A., Nuns, N., Duponchel, L., Lepot, K., Quijada, M., Paris, F., Servais, T., Kiessling, W.","12143575400;6507813190;6701641642;8589526700;6603411057;21742974700;56533607600;7101845948;7003372013;7005422059;","Metal-induced malformations in early Palaeozoic plankton are harbingers of mass extinction",2015,"Nature Communications","6",, 7966,"","",,22,"10.1038/ncomms8966","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940055227&doi=10.1038%2fncomms8966&partnerID=40&md5=b27f8c626c79d960b5b27f80494be596",Article,Open Access,Scopus,2-s2.0-84940055227
"Pimiento, C., Clements, C.F.","36458725100;55386841500;","When did Carcharocles megalodon become extinct? A new analysis of the fossil record",2014,"PLoS ONE","9","10", A1821,"","",,22,"10.1371/journal.pone.0111086","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908381114&doi=10.1371%2fjournal.pone.0111086&partnerID=40&md5=0b4405001580653c6d269130d18b8c06",Article,Open Access,Scopus,2-s2.0-84908381114
"André, A., Quillévéré, F., Morard, R., Ujiié, Y., Escarguel, G., De Vargas, C., De Garidel-Thoron, T., Douady, C.J.","55552692400;6506112055;26431048300;7007106949;7801427424;6603028438;6602948473;6701687863;","SSU rDNA divergence in planktonic foraminifera: Molecular taxonomy and biogeographic implications",2014,"PLoS ONE","9","8", e104641,"","",,22,"10.1371/journal.pone.0104641","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905973202&doi=10.1371%2fjournal.pone.0104641&partnerID=40&md5=ce2558ad8949ad9f358d99132495d5d9",Article,Open Access,Scopus,2-s2.0-84905973202
"Kirkland, J.I., Alcalá, L., Loewen, M.A., Espílez, E., Mampel, L., Wiersma, J.P.","7102713504;35794497000;8530868900;23110367200;35095334500;55990636200;","The basal nodosaurid ankylosaur Europelta carbonensis n. gen., n. sp. from the lower cretaceous (lower Albian) Escucha Formation of northeastern Spain",2013,"PLoS ONE","8","12", e80405,"","",,22,"10.1371/journal.pone.0080405","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891780186&doi=10.1371%2fjournal.pone.0080405&partnerID=40&md5=972e8e9e13061bf8ec2669fb5346a45b",Article,Open Access,Scopus,2-s2.0-84891780186
"Manchester, S.R., Kapgate, D.K., Wen, J.","7007111501;18433963100;7402702117;","Oldest fruits of the grape family (Vitaceae) from the Late Cretaceous Deccan Cherts of India",2013,"American Journal of Botany","100","9",,"1849","1859",,22,"10.3732/ajb.1300008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884197047&doi=10.3732%2fajb.1300008&partnerID=40&md5=33b33634de6e4c08729cd44b5533657a",Article,Open Access,Scopus,2-s2.0-84884197047
"DePalma II, R.A., Burnham, D.A., Martin, L.D., Rothschild, B.M., Larson, P.L.","55584187800;22333434700;57201231219;7101747948;36243701900;","Physical evidence of predatory behavior in Tyrannosaurus rex",2013,"Proceedings of the National Academy of Sciences of the United States of America","110","31",,"12560","12564",,22,"10.1073/pnas.1216534110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881104851&doi=10.1073%2fpnas.1216534110&partnerID=40&md5=f56a282932fe34422d456c012698e167",Article,Open Access,Scopus,2-s2.0-84881104851
"Parrilla-Bel, J., Young, M.T., Moreno-Azanza, M., Canudo, J.I.","55567713100;35281345900;36615766900;6603059434;","The First Metriorhynchid Crocodylomorph from the Middle Jurassic of Spain, with Implications for Evolution of the Subclade Rhacheosaurini",2013,"PLoS ONE","8","1", e54275,"","",,22,"10.1371/journal.pone.0054275","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872765627&doi=10.1371%2fjournal.pone.0054275&partnerID=40&md5=3008b5828e68a0324705983527869139",Article,Open Access,Scopus,2-s2.0-84872765627
"Thuy, B., Gale, A.S., Kroh, A., Kucera, M., Numberger-Thuy, L.D., Reich, M., Stöhr, S.","25947837600;7102194068;6507265200;7102903879;55387488100;7102532410;6603727396;","Ancient Origin of the Modern Deep-Sea Fauna",2012,"PLoS ONE","7","10", e46913,"","",,22,"10.1371/journal.pone.0046913","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867365420&doi=10.1371%2fjournal.pone.0046913&partnerID=40&md5=3f091c6762ac75b980c593e3f255e15c",Article,Open Access,Scopus,2-s2.0-84867365420
"Wu, S., Wu, W., Zhang, F., Ye, J., Ni, X., Sun, J., Edwards, S.V., Meng, J., Organ, C.L.","55820211100;55569143600;7404968853;55569124500;8595026800;7410371558;55543928200;7202449637;11438961200;","Molecular and Paleontological Evidence for a Post-Cretaceous Origin of Rodents",2012,"PLoS ONE","7","10", e46445,"","",,22,"10.1371/journal.pone.0046445","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867189056&doi=10.1371%2fjournal.pone.0046445&partnerID=40&md5=5672d5047433f93e1d81f7ee83997335",Article,Open Access,Scopus,2-s2.0-84867189056
